siec,unit,country,year,value
Oil and petroleum products (excluding biofuel portion),Percentage,Lithuania,2021,101.702
Oil and petroleum products (excluding biofuel portion),Percentage,Lithuania,2022,98.826
Oil and petroleum products (excluding biofuel portion),Percentage,Lithuania,2023,96.212
Oil and petroleum products (excluding biofuel portion),Percentage,Luxembourg,2000,102.098
Oil and petroleum products (excluding biofuel portion),Percentage,Luxembourg,2001,98.814
Oil and petroleum products (excluding biofuel portion),Percentage,Luxembourg,2002,100.677
Oil and petroleum products (excluding biofuel portion),Percentage,Luxembourg,2003,100.209
Oil and petroleum products (excluding biofuel portion),Percentage,Luxembourg,2004,99.583
Oil and petroleum products (excluding biofuel portion),Percentage,Luxembourg,2005,99.387
Oil and petroleum products (excluding biofuel portion),Percentage,Luxembourg,2006,100.983
Oil and petroleum products (excluding biofuel portion),Percentage,Luxembourg,2007,98.751
Oil and petroleum products (excluding biofuel portion),Percentage,Luxembourg,2008,100.179
Oil and petroleum products (excluding biofuel portion),Percentage,Luxembourg,2009,100.094
Oil and petroleum products (excluding biofuel portion),Percentage,Luxembourg,2010,99.348
Oil and petroleum products (excluding biofuel portion),Percentage,Luxembourg,2011,99.685
Oil and petroleum products (excluding biofuel portion),Percentage,Luxembourg,2012,100.461
Oil and petroleum products (excluding biofuel portion),Percentage,Luxembourg,2013,100.325
Oil and petroleum products (excluding biofuel portion),Percentage,Luxembourg,2014,100.228
Oil and petroleum products (excluding biofuel portion),Percentage,Luxembourg,2015,99.295
Oil and petroleum products (excluding biofuel portion),Percentage,Luxembourg,2016,100.039
Oil and petroleum products (excluding biofuel portion),Percentage,Luxembourg,2017,99.708
Oil and petroleum products (excluding biofuel portion),Percentage,Luxembourg,2018,99.733
Oil and petroleum products (excluding biofuel portion),Percentage,Luxembourg,2019,100.371
Oil and petroleum products (excluding biofuel portion),Percentage,Luxembourg,2020,99.926
Oil and petroleum products (excluding biofuel portion),Percentage,Luxembourg,2021,99.85
Oil and petroleum products (excluding biofuel portion),Percentage,Luxembourg,2022,99.706
Oil and petroleum products (excluding biofuel portion),Percentage,Luxembourg,2023,99.542
Oil and petroleum products (excluding biofuel portion),Percentage,Latvia,2000,94.867
Oil and petroleum products (excluding biofuel portion),Percentage,Latvia,2001,101.365
Oil and petroleum products (excluding biofuel portion),Percentage,Latvia,2002,97.99
Oil and petroleum products (excluding biofuel portion),Percentage,Latvia,2003,99.216
Oil and petroleum products (excluding biofuel portion),Percentage,Latvia,2004,100.288
Oil and petroleum products (excluding biofuel portion),Percentage,Latvia,2005,102.174
Oil and petroleum products (excluding biofuel portion),Percentage,Latvia,2006,102.196
Oil and petroleum products (excluding biofuel portion),Percentage,Latvia,2007,98.248
Oil and petroleum products (excluding biofuel portion),Percentage,Latvia,2008,99.027
Oil and petroleum products (excluding biofuel portion),Percentage,Latvia,2009,99.504
Oil and petroleum products (excluding biofuel portion),Percentage,Latvia,2010,94.442
Oil and petroleum products (excluding biofuel portion),Percentage,Latvia,2011,101.825
Oil and petroleum products (excluding biofuel portion),Percentage,Latvia,2012,101.679
Oil and petroleum products (excluding biofuel portion),Percentage,Latvia,2013,100.387
Oil and petroleum products (excluding biofuel portion),Percentage,Latvia,2014,92.444
Oil and petroleum products (excluding biofuel portion),Percentage,Latvia,2015,102.92
Oil and petroleum products (excluding biofuel portion),Percentage,Latvia,2016,109.121
Oil and petroleum products (excluding biofuel portion),Percentage,Latvia,2017,100.121
Oil and petroleum products (excluding biofuel portion),Percentage,Latvia,2018,98.079
Oil and petroleum products (excluding biofuel portion),Percentage,Latvia,2019,100.194
Oil and petroleum products (excluding biofuel portion),Percentage,Latvia,2020,105.579
Oil and petroleum products (excluding biofuel portion),Percentage,Latvia,2021,93.655
Oil and petroleum products (excluding biofuel portion),Percentage,Latvia,2022,101.541
Oil and petroleum products (excluding biofuel portion),Percentage,Latvia,2023,99.113
Oil and petroleum products (excluding biofuel portion),Percentage,Montenegro,2005,100.0
Oil and petroleum products (excluding biofuel portion),Percentage,Montenegro,2006,100.0
Oil and petroleum products (excluding biofuel portion),Percentage,Montenegro,2007,100.0
Oil and petroleum products (excluding biofuel portion),Percentage,Montenegro,2008,100.0
Oil and petroleum products (excluding biofuel portion),Percentage,Montenegro,2009,100.0
Oil and petroleum products (excluding biofuel portion),Percentage,Montenegro,2010,100.0
Oil and petroleum products (excluding biofuel portion),Percentage,Montenegro,2011,100.0
Oil and petroleum products (excluding biofuel portion),Percentage,Montenegro,2012,100.0
Oil and petroleum products (excluding biofuel portion),Percentage,Montenegro,2013,100.0
Oil and petroleum products (excluding biofuel portion),Percentage,Montenegro,2014,102.947
Oil and petroleum products (excluding biofuel portion),Percentage,Montenegro,2015,97.67
Oil and petroleum products (excluding biofuel portion),Percentage,Montenegro,2016,104.508
Oil and petroleum products (excluding biofuel portion),Percentage,Montenegro,2017,101.866
Oil and petroleum products (excluding biofuel portion),Percentage,Montenegro,2018,100.654
Oil and petroleum products (excluding biofuel portion),Percentage,Montenegro,2019,96.899
Oil and petroleum products (excluding biofuel portion),Percentage,Montenegro,2020,95.291
Oil and petroleum products (excluding biofuel portion),Percentage,Montenegro,2021,99.188
Oil and petroleum products (excluding biofuel portion),Percentage,Montenegro,2022,97.647
Oil and petroleum products (excluding biofuel portion),Percentage,North Macedonia,2000,97.176
Oil and petroleum products (excluding biofuel portion),Percentage,North Macedonia,2001,102.737
Oil and petroleum products (excluding biofuel portion),Percentage,North Macedonia,2002,108.369
Oil and petroleum products (excluding biofuel portion),Percentage,North Macedonia,2003,90.627
Oil and petroleum products (excluding biofuel portion),Percentage,North Macedonia,2004,102.353
Oil and petroleum products (excluding biofuel portion),Percentage,North Macedonia,2005,102.418
Oil and petroleum products (excluding biofuel portion),Percentage,North Macedonia,2006,100.192
Oil and petroleum products (excluding biofuel portion),Percentage,North Macedonia,2007,96.59
Oil and petroleum products (excluding biofuel portion),Percentage,North Macedonia,2008,97.451
Oil and petroleum products (excluding biofuel portion),Percentage,North Macedonia,2009,106.394
Oil and petroleum products (excluding biofuel portion),Percentage,North Macedonia,2010,97.834
Oil and petroleum products (excluding biofuel portion),Percentage,North Macedonia,2011,97.307
Oil and petroleum products (excluding biofuel portion),Percentage,North Macedonia,2012,103.737
Oil and petroleum products (excluding biofuel portion),Percentage,North Macedonia,2013,93.931
Oil and petroleum products (excluding biofuel portion),Percentage,North Macedonia,2014,99.888
Oil and petroleum products (excluding biofuel portion),Percentage,North Macedonia,2015,99.827
Oil and petroleum products (excluding biofuel portion),Percentage,North Macedonia,2016,101.886
Oil and petroleum products (excluding biofuel portion),Percentage,North Macedonia,2017,99.678
Oil and petroleum products (excluding biofuel portion),Percentage,North Macedonia,2018,99.215
Oil and petroleum products (excluding biofuel portion),Percentage,North Macedonia,2019,101.847
Oil and petroleum products (excluding biofuel portion),Percentage,North Macedonia,2020,103.422
Oil and petroleum products (excluding biofuel portion),Percentage,North Macedonia,2021,101.066
Oil and petroleum products (excluding biofuel portion),Percentage,North Macedonia,2022,102.14
Oil and petroleum products (excluding biofuel portion),Percentage,Malta,2000,100.246
Oil and petroleum products (excluding biofuel portion),Percentage,Malta,2001,99.822
Oil and petroleum products (excluding biofuel portion),Percentage,Malta,2002,99.817
Oil and petroleum products (excluding biofuel portion),Percentage,Malta,2003,99.843
Oil and petroleum products (excluding biofuel portion),Percentage,Malta,2004,99.85
Oil and petroleum products (excluding biofuel portion),Percentage,Malta,2005,100.0
Oil and petroleum products (excluding biofuel portion),Percentage,Malta,2006,100.0
Oil and petroleum products (excluding biofuel portion),Percentage,Malta,2007,100.0
Oil and petroleum products (excluding biofuel portion),Percentage,Malta,2008,100.0
Oil and petroleum products (excluding biofuel portion),Percentage,Malta,2009,99.972
Oil and petroleum products (excluding biofuel portion),Percentage,Malta,2010,99.215
Oil and petroleum products (excluding biofuel portion),Percentage,Malta,2011,101.587
Oil and petroleum products (excluding biofuel portion),Percentage,Malta,2012,101.386
Oil and petroleum products (excluding biofuel portion),Percentage,Malta,2013,104.622
Oil and petroleum products (excluding biofuel portion),Percentage,Malta,2014,98.273
Oil and petroleum products (excluding biofuel portion),Percentage,Malta,2015,97.876
Oil and petroleum products (excluding biofuel portion),Percentage,Malta,2016,101.815
Oil and petroleum products (excluding biofuel portion),Percentage,Malta,2017,104.18
Oil and petroleum products (excluding biofuel portion),Percentage,Malta,2018,97.417
Oil and petroleum products (excluding biofuel portion),Percentage,Malta,2019,97.803
Oil and petroleum products (excluding biofuel portion),Percentage,Malta,2020,99.27
Oil and petroleum products (excluding biofuel portion),Percentage,Malta,2021,97.852
Oil and petroleum products (excluding biofuel portion),Percentage,Malta,2022,100.746
Oil and petroleum products (excluding biofuel portion),Percentage,Malta,2023,100.07
Oil and petroleum products (excluding biofuel portion),Percentage,Netherlands,2000,97.364
Oil and petroleum products (excluding biofuel portion),Percentage,Netherlands,2001,93.762
Oil and petroleum products (excluding biofuel portion),Percentage,Netherlands,2002,90.819
Oil and petroleum products (excluding biofuel portion),Percentage,Netherlands,2003,91.843
Oil and petroleum products (excluding biofuel portion),Percentage,Netherlands,2004,95.165
Oil and petroleum products (excluding biofuel portion),Percentage,Netherlands,2005,96.211
Oil and petroleum products (excluding biofuel portion),Percentage,Netherlands,2006,96.069
Oil and petroleum products (excluding biofuel portion),Percentage,Netherlands,2007,92.365
Oil and petroleum products (excluding biofuel portion),Percentage,Netherlands,2008,97.65
Oil and petroleum products (excluding biofuel portion),Percentage,Netherlands,2009,97.861
Oil and petroleum products (excluding biofuel portion),Percentage,Netherlands,2010,94.222
Oil and petroleum products (excluding biofuel portion),Percentage,Netherlands,2011,92.251
Oil and petroleum products (excluding biofuel portion),Percentage,Netherlands,2012,97.903
Oil and petroleum products (excluding biofuel portion),Percentage,Netherlands,2013,95.284
Oil and petroleum products (excluding biofuel portion),Percentage,Netherlands,2014,91.347
Oil and petroleum products (excluding biofuel portion),Percentage,Netherlands,2015,101.316
Oil and petroleum products (excluding biofuel portion),Percentage,Netherlands,2016,95.151
Oil and petroleum products (excluding biofuel portion),Percentage,Netherlands,2017,90.34
